Jahr,Fachbereich,Personalkategorie,Hochschule,Anzahl
1983,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
1983,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
1983,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,1
1983,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
1983,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
1983,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
1983,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
1983,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
1983,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
1983,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
1983,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
1983,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
1983,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
1983,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
1983,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
1983,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
1983,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
1983,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
1983,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
1983,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1983,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
1983,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
1983,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,1.1 Theologie,Professor/-innen,UZH,12
1984,1.1 Theologie,Übrige Dozierende,UZH,24
1984,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,32
1984,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,40
1984,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,155
1984,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,72
1984,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,31
1984,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,89
1984,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,68
1984,1.4 Sozialwissenschaften,Professor/-innen,UZH,18
1984,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,154
1984,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,85
1984,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1984,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,1
1984,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,409
1984,2 Wirtschaftswissenschaften,Professor/-innen,UZH,21
1984,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,74
1984,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,102
1984,3 Recht,Professor/-innen,UZH,27
1984,3 Recht,Übrige Dozierende,UZH,67
1984,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,90
1984,4.1 Exakte Wissenschaften,Professor/-innen,UZH,25
1984,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,45
1984,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,61
1984,4.2 Naturwissenschaften,Professor/-innen,UZH,46
1984,4.2 Naturwissenschaften,Übrige Dozierende,UZH,179
1984,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,224
1984,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1984,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,1
1984,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,133
1984,5.1 Humanmedizin,Professor/-innen,UZH,83
1984,5.1 Humanmedizin,Übrige Dozierende,UZH,427
1984,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,409
1984,5.2 Zahnmedizin,Professor/-innen,UZH,8
1984,5.2 Zahnmedizin,Übrige Dozierende,UZH,35
1984,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,90
1984,5.3 Veterinärmedizin,Professor/-innen,UZH,15
1984,5.3 Veterinärmedizin,Übrige Dozierende,UZH,40
1984,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,110
1984,5.4 Pharmazie,Professor/-innen,UZH,5
1984,5.4 Pharmazie,Übrige Dozierende,UZH,1
1984,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
1984,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
1984,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
1984,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
1984,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
1984,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
1984,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
1984,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
1984,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
1984,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1984,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
1984,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
1984,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
1984,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
1984,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
1984,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
1984,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
1984,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
1984,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
1984,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
1984,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
1984,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
1984,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
1984,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
1984,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
1984,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
1984,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
1984,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
1984,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
1984,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
1984,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
1984,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1984,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
1984,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
1984,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,1.1 Theologie,Professor/-innen,UZH,12
1985,1.1 Theologie,Übrige Dozierende,UZH,27
1985,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,32
1985,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,41
1985,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,163
1985,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,77
1985,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,28
1985,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,82
1985,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,75
1985,1.4 Sozialwissenschaften,Professor/-innen,UZH,19
1985,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,166
1985,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,86
1985,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1985,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,1
1985,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,425
1985,2 Wirtschaftswissenschaften,Professor/-innen,UZH,24
1985,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,83
1985,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,112
1985,3 Recht,Professor/-innen,UZH,26
1985,3 Recht,Übrige Dozierende,UZH,67
1985,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,105
1985,4.1 Exakte Wissenschaften,Professor/-innen,UZH,25
1985,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,44
1985,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,58
1985,4.2 Naturwissenschaften,Professor/-innen,UZH,44
1985,4.2 Naturwissenschaften,Übrige Dozierende,UZH,183
1985,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,236
1985,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1985,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,2
1985,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,148
1985,5.1 Humanmedizin,Professor/-innen,UZH,81
1985,5.1 Humanmedizin,Übrige Dozierende,UZH,432
1985,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,405
1985,5.2 Zahnmedizin,Professor/-innen,UZH,9
1985,5.2 Zahnmedizin,Übrige Dozierende,UZH,33
1985,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,90
1985,5.3 Veterinärmedizin,Professor/-innen,UZH,15
1985,5.3 Veterinärmedizin,Übrige Dozierende,UZH,48
1985,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,106
1985,5.4 Pharmazie,Professor/-innen,UZH,5
1985,5.4 Pharmazie,Übrige Dozierende,UZH,1
1985,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
1985,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
1985,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
1985,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
1985,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
1985,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
1985,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
1985,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
1985,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
1985,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1985,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
1985,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
1985,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
1985,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
1985,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
1985,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
1985,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
1985,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
1985,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
1985,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
1985,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
1985,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
1985,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
1985,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
1985,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
1985,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
1985,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
1985,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
1985,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
1985,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
1985,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
1985,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1985,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
1985,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
1985,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1986,1.1 Theologie,Professor/-innen,UZH,12
1986,1.1 Theologie,Übrige Dozierende,UZH,24
1986,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,28
1986,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,42
1986,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,160
1986,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,78
1986,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,29
1986,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,82
1986,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,73
1986,1.4 Sozialwissenschaften,Professor/-innen,UZH,19
1986,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,194
1986,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,83
1986,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1986,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,1
1986,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,424
1986,2 Wirtschaftswissenschaften,Professor/-innen,UZH,24
1986,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,88
1986,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,123
1986,3 Recht,Professor/-innen,UZH,24
1986,3 Recht,Übrige Dozierende,UZH,69
1986,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,88
1986,4.1 Exakte Wissenschaften,Professor/-innen,UZH,25
1986,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,43
1986,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,64
1986,4.2 Naturwissenschaften,Professor/-innen,UZH,42
1986,4.2 Naturwissenschaften,Übrige Dozierende,UZH,200
1986,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,243
1986,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,1
1986,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,2
1986,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,143
1986,5.1 Humanmedizin,Professor/-innen,UZH,82
1986,5.1 Humanmedizin,Übrige Dozierende,UZH,438
1986,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,410
1986,5.2 Zahnmedizin,Professor/-innen,UZH,9
1986,5.2 Zahnmedizin,Übrige Dozierende,UZH,40
1986,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,88
1986,5.3 Veterinärmedizin,Professor/-innen,UZH,15
1986,5.3 Veterinärmedizin,Übrige Dozierende,UZH,51
1986,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,113
1986,5.4 Pharmazie,Professor/-innen,UZH,5
1986,5.4 Pharmazie,Übrige Dozierende,UZH,1
1986,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1986,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
1986,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
1986,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
1986,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
1986,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
1986,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1986,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
1986,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
1986,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1986,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
1986,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
1986,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
1986,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
1986,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
1986,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
