Jahr,Fachbereich,Personalkategorie,Hochschule,Anzahl
2015,5.3 Veterinärmedizin,Professor/-innen,UZH,37
2015,5.3 Veterinärmedizin,Übrige Dozierende,UZH,42
2015,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,371
2015,5.4 Pharmazie,Professor/-innen,UZH,0
2015,5.4 Pharmazie,Übrige Dozierende,UZH,0
2015,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2015,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2015,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2015,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2015,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2015,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2015,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2015,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2015,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2015,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2015,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
2015,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
2015,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2015,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2015,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2015,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2015,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2015,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2015,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2015,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2015,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2015,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2015,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,3
2015,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2015,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2015,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
2015,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
2015,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2015,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2015,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2015,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2015,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2015,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2015,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
2015,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,1.1 Theologie,Professor/-innen,UZH,15
2016,1.1 Theologie,Übrige Dozierende,UZH,32
2016,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,79
2016,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,60
2016,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,0
2016,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,543
2016,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,47
2016,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,4
2016,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,331
2016,1.4 Sozialwissenschaften,Professor/-innen,UZH,61
2016,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,2
2016,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,507
2016,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2016,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,347
2016,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,15
2016,2 Wirtschaftswissenschaften,Professor/-innen,UZH,80
2016,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,130
2016,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,425
2016,3 Recht,Professor/-innen,UZH,50
2016,3 Recht,Übrige Dozierende,UZH,110
2016,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,331
2016,4.1 Exakte Wissenschaften,Professor/-innen,UZH,43
2016,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,22
2016,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,286
2016,4.2 Naturwissenschaften,Professor/-innen,UZH,67
2016,4.2 Naturwissenschaften,Übrige Dozierende,UZH,87
2016,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,863
2016,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2016,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2016,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,3
2016,5.1 Humanmedizin,Professor/-innen,UZH,176
2016,5.1 Humanmedizin,Übrige Dozierende,UZH,1873
2016,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,1372
2016,5.2 Zahnmedizin,Professor/-innen,UZH,9
2016,5.2 Zahnmedizin,Übrige Dozierende,UZH,47
2016,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,121
2016,5.3 Veterinärmedizin,Professor/-innen,UZH,39
2016,5.3 Veterinärmedizin,Übrige Dozierende,UZH,38
2016,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,397
2016,5.4 Pharmazie,Professor/-innen,UZH,0
2016,5.4 Pharmazie,Übrige Dozierende,UZH,0
2016,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2016,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2016,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2016,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2016,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2016,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2016,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2016,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2016,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2016,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2016,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
2016,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
2016,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2016,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2016,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2016,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2016,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2016,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2016,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2016,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2016,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2016,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2016,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,3
2016,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2016,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2016,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
2016,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
2016,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2016,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2016,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2016,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2016,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2016,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2016,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
2016,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,1.1 Theologie,Professor/-innen,UZH,14
2017,1.1 Theologie,Übrige Dozierende,UZH,34
2017,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,77
2017,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,61
2017,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,60
2017,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,512
2017,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,47
2017,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,78
2017,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,351
2017,1.4 Sozialwissenschaften,Professor/-innen,UZH,64
2017,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,83
2017,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,490
2017,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2017,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,128
2017,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,9
2017,2 Wirtschaftswissenschaften,Professor/-innen,UZH,85
2017,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,91
2017,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,398
2017,3 Recht,Professor/-innen,UZH,54
2017,3 Recht,Übrige Dozierende,UZH,133
2017,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,315
2017,4.1 Exakte Wissenschaften,Professor/-innen,UZH,40
2017,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,18
2017,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,283
2017,4.2 Naturwissenschaften,Professor/-innen,UZH,67
2017,4.2 Naturwissenschaften,Übrige Dozierende,UZH,80
2017,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,824
2017,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2017,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2017,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,5.1 Humanmedizin,Professor/-innen,UZH,178
2017,5.1 Humanmedizin,Übrige Dozierende,UZH,1891
2017,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,1357
2017,5.2 Zahnmedizin,Professor/-innen,UZH,9
2017,5.2 Zahnmedizin,Übrige Dozierende,UZH,62
2017,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,123
2017,5.3 Veterinärmedizin,Professor/-innen,UZH,38
2017,5.3 Veterinärmedizin,Übrige Dozierende,UZH,34
2017,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,418
2017,5.4 Pharmazie,Professor/-innen,UZH,0
2017,5.4 Pharmazie,Übrige Dozierende,UZH,0
2017,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2017,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2017,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2017,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2017,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2017,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2017,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2017,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2017,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2017,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2017,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
2017,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
2017,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2017,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2017,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2017,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2017,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2017,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2017,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2017,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2017,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2017,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2017,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,2
2017,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2017,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2017,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
2017,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
2017,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2017,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2017,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2017,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2017,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2017,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2017,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
2017,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,1.1 Theologie,Professor/-innen,UZH,15
2018,1.1 Theologie,Übrige Dozierende,UZH,24
2018,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,78
2018,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,59
2018,1.2 Sprach- und Literaturwissenschaften,Übrige Dozierende,UZH,68
2018,1.2 Sprach- und Literaturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,501
2018,1.3 Historische und Kulturwissenschaften,Professor/-innen,UZH,47
2018,1.3 Historische und Kulturwissenschaften,Übrige Dozierende,UZH,69
2018,1.3 Historische und Kulturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,335
2018,1.4 Sozialwissenschaften,Professor/-innen,UZH,68
2018,1.4 Sozialwissenschaften,Übrige Dozierende,UZH,79
2018,1.4 Sozialwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,571
2018,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2018,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,48
2018,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,2 Wirtschaftswissenschaften,Professor/-innen,UZH,74
2018,2 Wirtschaftswissenschaften,Übrige Dozierende,UZH,79
2018,2 Wirtschaftswissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,325
2018,3 Recht,Professor/-innen,UZH,54
2018,3 Recht,Übrige Dozierende,UZH,86
2018,3 Recht,Assistierende und wissenschaftliche Mitarbeitende,UZH,352
2018,4.1 Exakte Wissenschaften,Professor/-innen,UZH,54
2018,4.1 Exakte Wissenschaften,Übrige Dozierende,UZH,49
2018,4.1 Exakte Wissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,392
2018,4.2 Naturwissenschaften,Professor/-innen,UZH,77
2018,4.2 Naturwissenschaften,Übrige Dozierende,UZH,132
2018,4.2 Naturwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,883
2018,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2018,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Übrige Dozierende,UZH,20
2018,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2018,5.1 Humanmedizin,Professor/-innen,UZH,175
2018,5.1 Humanmedizin,Übrige Dozierende,UZH,1670
2018,5.1 Humanmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,1340
2018,5.2 Zahnmedizin,Professor/-innen,UZH,9
2018,5.2 Zahnmedizin,Übrige Dozierende,UZH,30
2018,5.2 Zahnmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,122
2018,5.3 Veterinärmedizin,Professor/-innen,UZH,37
2018,5.3 Veterinärmedizin,Übrige Dozierende,UZH,24
2018,5.3 Veterinärmedizin,Assistierende und wissenschaftliche Mitarbeitende,UZH,425
2018,5.4 Pharmazie,Professor/-innen,UZH,0
2018,5.4 Pharmazie,Übrige Dozierende,UZH,0
2018,5.4 Pharmazie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,5.5 Medizin und Pharmazie übergreifend/übrige,Professor/-innen,UZH,0
2018,5.5 Medizin und Pharmazie übergreifend/übrige,Übrige Dozierende,UZH,0
2018,5.5 Medizin und Pharmazie übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,6.1 Bauwesen und Geodäsie,Professor/-innen,UZH,0
2018,6.1 Bauwesen und Geodäsie,Übrige Dozierende,UZH,0
2018,6.1 Bauwesen und Geodäsie,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,6.2 Maschinen- und Elektroingenieurwissenschaften,Professor/-innen,UZH,0
2018,6.2 Maschinen- und Elektroingenieurwissenschaften,Übrige Dozierende,UZH,0
2018,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,6.3 Agrar- und Forstwissenschaften,Professor/-innen,UZH,0
2018,6.3 Agrar- und Forstwissenschaften,Übrige Dozierende,UZH,0
2018,6.3 Agrar- und Forstwissenschaften,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,6.4 Technische Wissenschaften übergreifend/übrige,Professor/-innen,UZH,0
2018,6.4 Technische Wissenschaften übergreifend/übrige,Übrige Dozierende,UZH,0
2018,6.4 Technische Wissenschaften übergreifend/übrige,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,7 Interdisziplinäre und Andere,Professor/-innen,UZH,0
2018,7 Interdisziplinäre und Andere,Übrige Dozierende,UZH,0
2018,7 Interdisziplinäre und Andere,Assistierende und wissenschaftliche Mitarbeitende,UZH,6
2018,8.5 Zentrale Verwaltung (bis 2001),Professor/-innen,UZH,0
2018,8.5 Zentrale Verwaltung (bis 2001),Übrige Dozierende,UZH,0
2018,8.5 Zentrale Verwaltung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professor/-innen,UZH,0
2018,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Übrige Dozierende,UZH,0
2018,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professor/-innen,UZH,0
2018,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Übrige Dozierende,UZH,0
2018,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professor/-innen,UZH,0
2018,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Übrige Dozierende,UZH,0
2018,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,99.99 Fach nicht zuteilbar,Professor/-innen,UZH,0
2018,99.99 Fach nicht zuteilbar,Übrige Dozierende,UZH,0
2018,99.99 Fach nicht zuteilbar,Assistierende und wissenschaftliche Mitarbeitende,UZH,1
2018,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professor/-innen,UZH,0
2018,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Übrige Dozierende,UZH,0
2018,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,8.1 Zentrale Verwaltung,Professor/-innen,UZH,0
2018,8.1 Zentrale Verwaltung,Übrige Dozierende,UZH,0
2018,8.1 Zentrale Verwaltung,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,8.2 Zentrale Bibliotheken,Professor/-innen,UZH,0
2018,8.2 Zentrale Bibliotheken,Übrige Dozierende,UZH,0
2018,8.2 Zentrale Bibliotheken,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,8.3 Technische Dienste und Logistik,Professor/-innen,UZH,0
2018,8.3 Technische Dienste und Logistik,Übrige Dozierende,UZH,0
2018,8.3 Technische Dienste und Logistik,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2018,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professor/-innen,UZH,0
2018,8.4 Dienstleistungen für Mitarbeitende und Studierende,Übrige Dozierende,UZH,0
2018,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistierende und wissenschaftliche Mitarbeitende,UZH,0
2019,1.1 Theologie,Professor/-innen,UZH,16
2019,1.1 Theologie,Übrige Dozierende,UZH,28
2019,1.1 Theologie,Assistierende und wissenschaftliche Mitarbeitende,UZH,79
2019,1.2 Sprach- und Literaturwissenschaften,Professor/-innen,UZH,64
