Jahr,Fachbereich,Staatsangehörigkeit (Kategorie),Hochschule,Anzahl
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,217
2007,5.1 Humanmedizin,Schweiz,ETHZ,0
2007,5.1 Humanmedizin,Ausland,ETHZ,0
2007,5.2 Zahnmedizin,Schweiz,ETHZ,0
2007,5.2 Zahnmedizin,Ausland,ETHZ,0
2007,5.3 Veterinärmedizin,Schweiz,ETHZ,0
2007,5.3 Veterinärmedizin,Ausland,ETHZ,0
2007,5.4 Pharmazie,Schweiz,ETHZ,87
2007,5.4 Pharmazie,Ausland,ETHZ,78
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
2007,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,774
2007,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,480
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,994
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,863
2007,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,365
2007,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,185
2007,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,83
2007,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,119
2007,7 Interdisziplinäre und Andere,Schweiz,ETHZ,88
2007,7 Interdisziplinäre und Andere,Ausland,ETHZ,24
2007,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,0
2007,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
2007,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,9
2007,99.99 Fach nicht zuteilbar,Ausland,ETHZ,1
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
2007,8.1 Zentrale Verwaltung,Schweiz,ETHZ,442
2007,8.1 Zentrale Verwaltung,Ausland,ETHZ,79
2007,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,201
2007,8.2 Zentrale Bibliotheken,Ausland,ETHZ,41
2007,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,323
2007,8.3 Technische Dienste und Logistik,Ausland,ETHZ,90
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,56
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,9
2008,1.1 Theologie,Schweiz,ETHZ,0
2008,1.1 Theologie,Ausland,ETHZ,0
2008,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,13
2008,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,7
2008,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,39
2008,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,17
2008,1.4 Sozialwissenschaften,Schweiz,ETHZ,68
2008,1.4 Sozialwissenschaften,Ausland,ETHZ,69
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,51
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,30
2008,2 Wirtschaftswissenschaften,Schweiz,ETHZ,58
2008,2 Wirtschaftswissenschaften,Ausland,ETHZ,45
2008,3 Recht,Schweiz,ETHZ,12
2008,3 Recht,Ausland,ETHZ,4
2008,4.1 Exakte Wissenschaften,Schweiz,ETHZ,659
2008,4.1 Exakte Wissenschaften,Ausland,ETHZ,633
2008,4.2 Naturwissenschaften,Schweiz,ETHZ,865
2008,4.2 Naturwissenschaften,Ausland,ETHZ,1019
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,377
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,265
2008,5.1 Humanmedizin,Schweiz,ETHZ,0
2008,5.1 Humanmedizin,Ausland,ETHZ,0
2008,5.2 Zahnmedizin,Schweiz,ETHZ,0
2008,5.2 Zahnmedizin,Ausland,ETHZ,0
2008,5.3 Veterinärmedizin,Schweiz,ETHZ,0
2008,5.3 Veterinärmedizin,Ausland,ETHZ,0
2008,5.4 Pharmazie,Schweiz,ETHZ,82
2008,5.4 Pharmazie,Ausland,ETHZ,78
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
2008,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,779
2008,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,512
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,1040
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,929
2008,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,352
2008,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,188
2008,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,93
2008,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,157
2008,7 Interdisziplinäre und Andere,Schweiz,ETHZ,96
2008,7 Interdisziplinäre und Andere,Ausland,ETHZ,38
2008,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,0
2008,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
2008,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,3
2008,99.99 Fach nicht zuteilbar,Ausland,ETHZ,4
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
2008,8.1 Zentrale Verwaltung,Schweiz,ETHZ,450
2008,8.1 Zentrale Verwaltung,Ausland,ETHZ,87
2008,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,200
2008,8.2 Zentrale Bibliotheken,Ausland,ETHZ,48
2008,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,326
2008,8.3 Technische Dienste und Logistik,Ausland,ETHZ,94
2008,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,58
2008,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,16
2009,1.1 Theologie,Schweiz,ETHZ,0
2009,1.1 Theologie,Ausland,ETHZ,0
2009,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,15
2009,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,7
2009,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,39
2009,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,23
2009,1.4 Sozialwissenschaften,Schweiz,ETHZ,72
2009,1.4 Sozialwissenschaften,Ausland,ETHZ,97
2009,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,62
2009,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,32
2009,2 Wirtschaftswissenschaften,Schweiz,ETHZ,52
2009,2 Wirtschaftswissenschaften,Ausland,ETHZ,50
2009,3 Recht,Schweiz,ETHZ,16
2009,3 Recht,Ausland,ETHZ,7
2009,4.1 Exakte Wissenschaften,Schweiz,ETHZ,654
2009,4.1 Exakte Wissenschaften,Ausland,ETHZ,709
2009,4.2 Naturwissenschaften,Schweiz,ETHZ,821
2009,4.2 Naturwissenschaften,Ausland,ETHZ,1045
2009,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,395
2009,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,292
2009,5.1 Humanmedizin,Schweiz,ETHZ,0
2009,5.1 Humanmedizin,Ausland,ETHZ,0
2009,5.2 Zahnmedizin,Schweiz,ETHZ,0
2009,5.2 Zahnmedizin,Ausland,ETHZ,0
2009,5.3 Veterinärmedizin,Schweiz,ETHZ,0
2009,5.3 Veterinärmedizin,Ausland,ETHZ,0
2009,5.4 Pharmazie,Schweiz,ETHZ,81
2009,5.4 Pharmazie,Ausland,ETHZ,80
2009,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
2009,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
2009,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,820
2009,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,554
2009,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,1068
2009,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,1063
2009,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,347
2009,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,220
2009,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,105
2009,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,191
2009,7 Interdisziplinäre und Andere,Schweiz,ETHZ,87
2009,7 Interdisziplinäre und Andere,Ausland,ETHZ,25
2009,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,0
2009,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0
2009,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,0
2009,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0
2009,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,0
2009,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0
2009,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
2009,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
2009,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,5
2009,99.99 Fach nicht zuteilbar,Ausland,ETHZ,5
2009,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
2009,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
2009,8.1 Zentrale Verwaltung,Schweiz,ETHZ,437
2009,8.1 Zentrale Verwaltung,Ausland,ETHZ,98
2009,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,218
2009,8.2 Zentrale Bibliotheken,Ausland,ETHZ,55
2009,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,338
2009,8.3 Technische Dienste und Logistik,Ausland,ETHZ,100
2009,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,53
2009,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,15
2010,1.1 Theologie,Schweiz,ETHZ,0
2010,1.1 Theologie,Ausland,ETHZ,0
2010,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,18
2010,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,7
2010,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,40
2010,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,25
2010,1.4 Sozialwissenschaften,Schweiz,ETHZ,73
2010,1.4 Sozialwissenschaften,Ausland,ETHZ,99
2010,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,60
2010,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,33
2010,2 Wirtschaftswissenschaften,Schweiz,ETHZ,49
2010,2 Wirtschaftswissenschaften,Ausland,ETHZ,48
2010,3 Recht,Schweiz,ETHZ,7
2010,3 Recht,Ausland,ETHZ,6
2010,4.1 Exakte Wissenschaften,Schweiz,ETHZ,664
2010,4.1 Exakte Wissenschaften,Ausland,ETHZ,732
2010,4.2 Naturwissenschaften,Schweiz,ETHZ,837
2010,4.2 Naturwissenschaften,Ausland,ETHZ,1108
2010,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,382
2010,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,295
2010,5.1 Humanmedizin,Schweiz,ETHZ,0
2010,5.1 Humanmedizin,Ausland,ETHZ,0
2010,5.2 Zahnmedizin,Schweiz,ETHZ,0
2010,5.2 Zahnmedizin,Ausland,ETHZ,0
2010,5.3 Veterinärmedizin,Schweiz,ETHZ,0
2010,5.3 Veterinärmedizin,Ausland,ETHZ,0
2010,5.4 Pharmazie,Schweiz,ETHZ,77
2010,5.4 Pharmazie,Ausland,ETHZ,88
2010,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
2010,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
2010,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,833
2010,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,597
2010,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,1078
2010,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,1113
2010,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,336
2010,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,233
2010,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,114
2010,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,216
2010,7 Interdisziplinäre und Andere,Schweiz,ETHZ,95
2010,7 Interdisziplinäre und Andere,Ausland,ETHZ,24
2010,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,0
2010,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0
2010,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,0
2010,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0
2010,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,0
2010,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0
2010,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
2010,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
2010,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,5
2010,99.99 Fach nicht zuteilbar,Ausland,ETHZ,3
2010,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
2010,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
2010,8.1 Zentrale Verwaltung,Schweiz,ETHZ,474
2010,8.1 Zentrale Verwaltung,Ausland,ETHZ,97
2010,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,238
2010,8.2 Zentrale Bibliotheken,Ausland,ETHZ,46
2010,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,312
2010,8.3 Technische Dienste und Logistik,Ausland,ETHZ,94
2010,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,58
2010,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,9
2011,1.1 Theologie,Schweiz,ETHZ,0
2011,1.1 Theologie,Ausland,ETHZ,0
2011,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,21
2011,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,7
2011,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,40
2011,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,25
2011,1.4 Sozialwissenschaften,Schweiz,ETHZ,73
2011,1.4 Sozialwissenschaften,Ausland,ETHZ,104
2011,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,47
2011,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,40
2011,2 Wirtschaftswissenschaften,Schweiz,ETHZ,46
2011,2 Wirtschaftswissenschaften,Ausland,ETHZ,62
2011,3 Recht,Schweiz,ETHZ,4
2011,3 Recht,Ausland,ETHZ,4
2011,4.1 Exakte Wissenschaften,Schweiz,ETHZ,615
2011,4.1 Exakte Wissenschaften,Ausland,ETHZ,779
2011,4.2 Naturwissenschaften,Schweiz,ETHZ,800
2011,4.2 Naturwissenschaften,Ausland,ETHZ,1167
2011,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,349
2011,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,296
2011,5.1 Humanmedizin,Schweiz,ETHZ,0
2011,5.1 Humanmedizin,Ausland,ETHZ,0
2011,5.2 Zahnmedizin,Schweiz,ETHZ,0
2011,5.2 Zahnmedizin,Ausland,ETHZ,0
2011,5.3 Veterinärmedizin,Schweiz,ETHZ,0
2011,5.3 Veterinärmedizin,Ausland,ETHZ,0
2011,5.4 Pharmazie,Schweiz,ETHZ,81
2011,5.4 Pharmazie,Ausland,ETHZ,91
2011,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
2011,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
2011,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,858
2011,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,659
2011,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,1020
2011,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,1191
2011,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,338
2011,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,246
2011,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,105
2011,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,257
2011,7 Interdisziplinäre und Andere,Schweiz,ETHZ,91
2011,7 Interdisziplinäre und Andere,Ausland,ETHZ,33
2011,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,0
2011,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0
2011,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,0
2011,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0
2011,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,0
2011,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0
2011,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
2011,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
2011,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,6
2011,99.99 Fach nicht zuteilbar,Ausland,ETHZ,5
2011,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
2011,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
2011,8.1 Zentrale Verwaltung,Schweiz,ETHZ,477
2011,8.1 Zentrale Verwaltung,Ausland,ETHZ,110
2011,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,240
2011,8.2 Zentrale Bibliotheken,Ausland,ETHZ,59
2011,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,305
2011,8.3 Technische Dienste und Logistik,Ausland,ETHZ,92
2011,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,74
2011,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,10
2012,1.1 Theologie,Schweiz,ETHZ,0
2012,1.1 Theologie,Ausland,ETHZ,0
2012,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,10
2012,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,6
2012,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,42
2012,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,27
2012,1.4 Sozialwissenschaften,Schweiz,ETHZ,64
2012,1.4 Sozialwissenschaften,Ausland,ETHZ,95
2012,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,55
2012,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,40
2012,2 Wirtschaftswissenschaften,Schweiz,ETHZ,39
2012,2 Wirtschaftswissenschaften,Ausland,ETHZ,62
2012,3 Recht,Schweiz,ETHZ,8
2012,3 Recht,Ausland,ETHZ,11
2012,4.1 Exakte Wissenschaften,Schweiz,ETHZ,558
2012,4.1 Exakte Wissenschaften,Ausland,ETHZ,808
2012,4.2 Naturwissenschaften,Schweiz,ETHZ,735
2012,4.2 Naturwissenschaften,Ausland,ETHZ,1072
2012,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,347
2012,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,321
2012,5.1 Humanmedizin,Schweiz,ETHZ,0
2012,5.1 Humanmedizin,Ausland,ETHZ,0
2012,5.2 Zahnmedizin,Schweiz,ETHZ,0
2012,5.2 Zahnmedizin,Ausland,ETHZ,0
2012,5.3 Veterinärmedizin,Schweiz,ETHZ,0
2012,5.3 Veterinärmedizin,Ausland,ETHZ,0
2012,5.4 Pharmazie,Schweiz,ETHZ,82
2012,5.4 Pharmazie,Ausland,ETHZ,99
2012,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
2012,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
2012,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,822
2012,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,708
2012,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,973
2012,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,1305
2012,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,300
2012,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,214
2012,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,181
2012,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,320
2012,7 Interdisziplinäre und Andere,Schweiz,ETHZ,71
2012,7 Interdisziplinäre und Andere,Ausland,ETHZ,19
2012,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,0
2012,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0
2012,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,0
2012,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0
2012,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Schweiz,ETHZ,0
2012,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Ausland,ETHZ,0
2012,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Schweiz,ETHZ,0
2012,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Ausland,ETHZ,0
2012,99.99 Fach nicht zuteilbar,Schweiz,ETHZ,6
2012,99.99 Fach nicht zuteilbar,Ausland,ETHZ,8
2012,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Schweiz,ETHZ,0
2012,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Ausland,ETHZ,0
2012,8.1 Zentrale Verwaltung,Schweiz,ETHZ,466
2012,8.1 Zentrale Verwaltung,Ausland,ETHZ,94
2012,8.2 Zentrale Bibliotheken,Schweiz,ETHZ,259
2012,8.2 Zentrale Bibliotheken,Ausland,ETHZ,58
2012,8.3 Technische Dienste und Logistik,Schweiz,ETHZ,290
2012,8.3 Technische Dienste und Logistik,Ausland,ETHZ,78
2012,8.4 Dienstleistungen für Mitarbeitende und Studierende,Schweiz,ETHZ,65
2012,8.4 Dienstleistungen für Mitarbeitende und Studierende,Ausland,ETHZ,11
2013,1.1 Theologie,Schweiz,ETHZ,0
2013,1.1 Theologie,Ausland,ETHZ,0
2013,1.2 Sprach- und Literaturwissenschaften,Schweiz,ETHZ,11
2013,1.2 Sprach- und Literaturwissenschaften,Ausland,ETHZ,5
2013,1.3 Historische und Kulturwissenschaften,Schweiz,ETHZ,45
2013,1.3 Historische und Kulturwissenschaften,Ausland,ETHZ,26
2013,1.4 Sozialwissenschaften,Schweiz,ETHZ,60
2013,1.4 Sozialwissenschaften,Ausland,ETHZ,90
2013,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Schweiz,ETHZ,64
2013,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Ausland,ETHZ,50
2013,2 Wirtschaftswissenschaften,Schweiz,ETHZ,43
2013,2 Wirtschaftswissenschaften,Ausland,ETHZ,58
2013,3 Recht,Schweiz,ETHZ,13
2013,3 Recht,Ausland,ETHZ,14
2013,4.1 Exakte Wissenschaften,Schweiz,ETHZ,571
2013,4.1 Exakte Wissenschaften,Ausland,ETHZ,835
2013,4.2 Naturwissenschaften,Schweiz,ETHZ,712
2013,4.2 Naturwissenschaften,Ausland,ETHZ,1124
2013,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Schweiz,ETHZ,381
2013,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Ausland,ETHZ,387
2013,5.1 Humanmedizin,Schweiz,ETHZ,0
2013,5.1 Humanmedizin,Ausland,ETHZ,0
2013,5.2 Zahnmedizin,Schweiz,ETHZ,0
2013,5.2 Zahnmedizin,Ausland,ETHZ,0
2013,5.3 Veterinärmedizin,Schweiz,ETHZ,0
2013,5.3 Veterinärmedizin,Ausland,ETHZ,0
2013,5.4 Pharmazie,Schweiz,ETHZ,73
2013,5.4 Pharmazie,Ausland,ETHZ,91
2013,5.5 Medizin und Pharmazie übergreifend/übrige,Schweiz,ETHZ,0
2013,5.5 Medizin und Pharmazie übergreifend/übrige,Ausland,ETHZ,0
2013,6.1 Bauwesen und Geodäsie,Schweiz,ETHZ,797
2013,6.1 Bauwesen und Geodäsie,Ausland,ETHZ,726
2013,6.2 Maschinen- und Elektroingenieurwissenschaften,Schweiz,ETHZ,944
2013,6.2 Maschinen- und Elektroingenieurwissenschaften,Ausland,ETHZ,1365
2013,6.3 Agrar- und Forstwissenschaften,Schweiz,ETHZ,256
2013,6.3 Agrar- und Forstwissenschaften,Ausland,ETHZ,243
2013,6.4 Technische Wissenschaften übergreifend/übrige,Schweiz,ETHZ,195
2013,6.4 Technische Wissenschaften übergreifend/übrige,Ausland,ETHZ,360
2013,7 Interdisziplinäre und Andere,Schweiz,ETHZ,40
2013,7 Interdisziplinäre und Andere,Ausland,ETHZ,17
2013,8.5 Zentrale Verwaltung (bis 2001),Schweiz,ETHZ,0
2013,8.5 Zentrale Verwaltung (bis 2001),Ausland,ETHZ,0
2013,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Schweiz,ETHZ,0
2013,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Ausland,ETHZ,0
